"Figure 6. Change in Timing of First Fall Frost by State, 1895-2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: Kunkel, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web update: August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: days change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year/Trend,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1978,-3.225454545,0.640909091,6.236363636,5.259090909,-0.538181818,0.111111111,-7.375,-6.266363636,-5.637272727,-0.682727273,0.282727273,-2.014545455,-1.761818182,-1.248181818,-3.092727273,1.454545455,0.168181818,-0.704545455,-1.11,-2.489090909,-2.053636364,-2.009090909,-0.070909091,1.5,-5.441818182,-0.252727273,-2.052727273,-3.127272727,0.935454545,0.064545455,4.969090909,-3.468181818,-0.910909091,-0.548181818,1.221818182,0.322727273,-2.590909091,-2.335454545,-1.199090909,-5.456363636,-1.681818182,1.219090909,-2.774545455,-2.780909091,1.870909091,-2.282727273,-4.021818182,-6.136363636
1979,-2.974545455,-0.135454545,5.674545455,5.357272727,-1.08,-0.4,-5.444444444,-7.122727273,-5.671818182,-3.209090909,-0.02,-3.486363636,-2,-3.551818182,-3.295454545,0.562727273,-0.255454545,-0.272727273,-1.27,-3.157272727,-2.3,-3.848181818,-0.319090909,1.678181818,-4.630909091,-0.3,-3.518181818,-3.096363636,-0.439090909,0.721818182,5.938181818,-3.081818182,-1.607272727,-2.360909091,1.918181818,0.504545455,-2.318181818,-2.231818182,-1.882727273,-6.711818182,-2.977272727,1.701818182,-2.252727273,-3.242727273,1.681818182,-2.981818182,-2.673636364,-5.363636364
1980,-1.553636364,0.333636364,3.39,2.982727273,-1.489090909,1.2,1.222222222,-5.547272727,-3.689090909,-2.309090909,0.419090909,-2.604545455,-0.266363636,-4.059090909,-0.623636364,1.12,0.577272727,1.068181818,-0.554545455,-1.743636364,-0.745454545,-3.847272727,0.483636364,2.326363636,-1.904545455,1.028181818,-2.660909091,-2.944545455,1.550909091,0.364545455,6.453636364,-1.914545455,-0.016363636,-2.944545455,1.137272727,1.65,-1.136363636,0.529090909,-0.801818182,-4.073636364,-2.561818182,1.014545455,-0.449090909,-2.864545455,0.609090909,-1.488181818,-1.855454545,-3.181818182
1981,-1.625454545,0.536363636,3.710909091,4.606363636,-0.833636364,-1.1,2.777777778,-2.281818182,-2.98,-1.338181818,0.457272727,-2.086363636,0.024545455,-2.704545455,-0.777272727,3.409090909,0.35,1.5,-1.509090909,-1.846363636,-0.037272727,-3.299090909,0.61,2.121818182,-1.8,0.911818182,-1.354545455,-3.005454545,1.156363636,0.121818182,6.03,-1.910909091,0.575454545,-1.499090909,0.748181818,1.959090909,0.772727273,1.381818182,-0.243636364,-3.302727273,-2.39,1.055454545,-0.833636364,-3.039090909,0.435454545,-0.747272727,-1.173636364,0.136363636
1982,-2.249090909,1.030909091,4.722727273,5.191818182,-0.465454545,-1.1,3.777777778,-1.239090909,-3.45,-1.425454545,0.359090909,-2.702727273,-0.706363636,-2.233636364,-1.946363636,4.545454545,0.243636364,1.25,-1.929090909,-0.610909091,0.310909091,-4.048181818,0.473636364,2.530909091,-2.510909091,1.734545455,-1.085454545,-2.066363636,1.439090909,2.024545455,4.848181818,-1.157272727,0.080909091,-1.095454545,0.690909091,2.042727273,1.5,1.916363636,0.08,-4.362727273,-0.800909091,1.114545455,-1.118181818,-1.736363636,0.495454545,-0.065454545,-2.203636364,0.590909091
1983,-1.368181818,1.515454545,4.186363636,6.252727273,0.102727273,-2.6,0.777777778,-1.397272727,-2.738181818,-1.649090909,0.359090909,-3.22,-1.213636364,-1.109090909,-2.571818182,5.380909091,-1.771818182,0.863636364,-2.236363636,-0.203636364,0.747272727,-4.391818182,2.520909091,2.467272727,-2.878181818,1.665454545,-1.119090909,-2.279090909,0.54,3.031818182,4.727272727,-1.857272727,-0.687272727,1.638181818,1.123636364,1.649090909,0.772727273,1.826363636,0.231818182,-3.771818182,1.144545455,1.362727273,-2.63,-1.6,1.060909091,-0.453636364,-2.574545455,1.909090909
1984,-2.410909091,0.020909091,5.315454545,7.598181818,1.27,-2.5,1.2,-4.166363636,-3.864545455,-2.891818182,1.252727273,-3.890909091,-1.574545455,-1.956363636,-1.909090909,3.119090909,-1.802727273,0.25,-1.349090909,-1.466363636,-0.491818182,-5.446363636,0.800909091,1.390909091,-2.376363636,0.943636364,-2.102727273,-1.536363636,-0.086363636,1.762727273,6.363636364,-1.412727273,-1.61,0.657272727,1.51,1.444545455,0.863636364,-0.06,-0.854545455,-3.074545455,-0.388181818,2.648181818,-2.642727273,-0.039090909,1.915454545,-1.648181818,-2.529090909,2.227272727
1985,-1.823636364,0.408181818,6.594545455,6.843636364,1.238181818,-0.333333333,2.9,0.175454545,-3.627272727,-2.47,0.707272727,-3.495454545,-0.955454545,-2.033636364,-1.285454545,4.220909091,-1.166363636,0.613636364,-0.076363636,-1.058181818,-0.298181818,-4.69,1.155454545,1.419090909,-1.797272727,2.219090909,-2.532727273,-0.347272727,0.428181818,1.126363636,5.06,-0.546363636,-0.972727273,0.830909091,0.172727273,1.921818182,2.136363636,1.768181818,-1.198181818,-2.066363636,0.243636364,2.842727273,-1.550909091,1.385454545,0.933636364,-0.873636364,-2.983636364,3.636363636
1986,-2.815454545,0.66,5.674545455,6.343636364,0.669090909,0.666666667,1.909090909,0.264545455,-4.17,-3.373636364,2.548181818,-3.586363636,-1.022727273,-2.71,-1.190909091,3.231818182,-1.711818182,-0.363636364,0.992727273,-1.949090909,-0.813636364,-5.130909091,0.629090909,1.406363636,-1.938181818,1.3,-3.596363636,-0.787272727,-0.112727273,1.325454545,5.06,-0.696363636,-1.155454545,0.946363636,0.73,1.349090909,2.454545455,1.913636364,-2.141818182,-2.129090909,-0.4,3.134545455,-2.453636364,1.507272727,0.764545455,-1.328181818,-3.362727273,6.681818182
1987,-2.701818182,1.746363636,5.347272727,5.43,-0.447272727,0.875,2,5.450909091,-2.965454545,-3.085454545,0.819090909,-3.169090909,-0.518181818,-2.347272727,-0.950909091,2.850909091,-1.984545455,-0.795454545,0.681818182,-1.906363636,-0.817272727,-4.381818182,1.321818182,-0.338181818,-1.57,1.185454545,-3.328181818,-0.909090909,-0.562727273,0.673636364,4.029090909,-0.992727273,-0.512727273,1.382727273,0.790909091,1.192727273,2.136363636,2.011818182,-1.940909091,-0.998181818,-1.408181818,2.43,-2.310909091,1.234545455,1.076363636,-1.017272727,-2.62,6.5
1988,-2.491818182,1.930909091,5.444545455,3.892727273,-1.68,0.666666667,3.272727273,5.178181818,-2.9,-3.970909091,0.993636364,-3.786363636,-1.047272727,-2.541818182,-1.287272727,1.358181818,-3.393636364,-1.318181818,0.307272727,-1.67,-1.230909091,-4.379090909,0.887272727,-0.883636364,-1.438181818,2.029090909,-4.065454545,-0.863636364,-0.785454545,0.825454545,3.908181818,-0.770909091,-0.515454545,1.575454545,0.324545455,0.768181818,0.818181818,1.489090909,-2.504545455,-0.817272727,-2.501818182,2.606363636,-3.699090909,1.491818182,1.560909091,-1.521818182,-3.710909091,5.681818182
1989,-1.054545455,2.497272727,4.426363636,2.01,-1.028181818,3.111111111,4.272727273,8.895454545,-0.777272727,-2.223636364,2.121818182,-2.728181818,0.045454545,-1.407272727,-1.236363636,2.097272727,-3.757272727,-1.022727273,1.010909091,-1.497272727,0.598181818,-3.481818182,2.137272727,0.000909091,-0.921818182,2.657272727,-2.012727273,-0.788181818,-0.436363636,-0.005454545,2.939090909,-0.089090909,0.147272727,0.531818182,-0.273636364,0.919090909,1.090909091,2.721818182,-0.716363636,0.169090909,-0.817272727,2.452727273,-2.511818182,1.680909091,2.642727273,-0.590909091,-2.362727273,6.818181818
1990,-1.041818182,2.265454545,4.671818182,5.812727273,-1.900909091,4.125,3.909090909,9.057272727,-0.64,-2.601818182,2.651818182,-4.36,-0.918181818,-1.802727273,-1.252727273,1.852727273,-3.97,-2,1.242727273,-2.088181818,0.400909091,-3.746363636,1.627272727,0.091818182,-1.376363636,2.929090909,-2.438181818,-0.879090909,0.452727273,-0.161818182,2.515454545,0.203636364,-0.720909091,1.713636364,-0.995454545,0.199090909,2.363636364,2.552727273,-0.923636364,1.061818182,-1.084545455,2.174545455,-2.381818182,1.999090909,3.996363636,-0.786363636,-3.749090909,7.045454545
1991,-2.269090909,1.552727273,5.862727273,8.706363636,-1.173636364,3.571428571,1.363636364,9.968181818,-1.499090909,-1.914545455,2.867272727,-3.69,-1.114545455,-0.385454545,-1.886363636,1.960909091,-4.636363636,-1.931818182,1.424545455,-2.184545455,0.782727273,-2.629090909,1.316363636,0.369090909,-2.266363636,3.282727273,-1.517272727,-0.076363636,-0.81,-0.654545455,1.363636364,0.321818182,-0.198181818,1.354545455,0.725454545,0.330909091,1.5,0.622727273,0.021818182,-0.041818182,-1.153636364,2.725454545,-3.209090909,2.491818182,4.967272727,-0.360909091,-2.885454545,7.636363636
1992,-2.670909091,1.259090909,6.571818182,9.28,-0.606363636,5,-0.545454545,7.831818182,-2.296363636,-1.425454545,3.344545455,-4.171818182,-1.976363636,-0.795454545,-2.59,-0.191818182,-4.424545455,-1.727272727,3.010909091,-1.473636364,1.684545455,-2.880909091,0.186363636,0.605454545,-1.828181818,4.417272727,-0.818181818,0.423636364,-1.041818182,-0.82,1.545454545,0.584545455,-0.032727273,0.677272727,2.485454545,0.717272727,1.545454545,-0.315454545,0.666363636,-1.428181818,-1.383636364,3.502727273,-2.518181818,3.075454545,5.673636364,0.475454545,-2.673636364,8.727272727
1993,0.300909091,3.159090909,5.535454545,9.17,-0.4,6,0,9.99,0.765454545,0.046363636,5.14,-2.542727273,-0.304545455,1.390909091,-0.944545455,1.808181818,-4.090909091,-0.522727273,4.112727273,-0.661818182,2.336363636,-0.176363636,2.102727273,1.522727273,-0.039090909,4.468181818,0.469090909,1.241818182,-0.500909091,-1.316363636,2.545454545,0.854545455,1.511818182,2.633636364,4.123636364,2.277272727,1.681818182,0.622727273,0.84,0.561818182,0.66,3.775454545,-1.526363636,3.757272727,7.18,1.458181818,-1.568181818,8.272727273
1994,-0.047272727,2.532727273,4.717272727,9.199090909,-1.404545455,8.5,2.090909091,11.62545455,0.385454545,-0.419090909,4.480909091,-2.116363636,-0.007272727,-0.083636364,-0.214545455,1.649090909,-2.788181818,-0.590909091,4.397272727,-1.193636364,1.703636364,0.281818182,0.079090909,0.342727273,0.584545455,4.1,-0.414545455,2.439090909,-0.617272727,-2.21,1.242727273,1.399090909,2.490909091,1.047272727,3.386363636,2.239090909,1.590909091,0.998181818,0.054545455,0.760909091,-0.68,3.502727273,-0.875454545,4.727272727,7.13,1.340909091,-0.129090909,7.363636364
1995,0.930909091,2.751818182,4.933636364,7.765454545,-1.764545455,12,3.272727273,12.89636364,1.286363636,0.357272727,3.814545455,-1.819090909,0.01,-0.436363636,-1.409090909,3.035454545,-2.288181818,0.295454545,3.983636364,-0.048181818,1.927272727,0.377272727,0.122727273,0.848181818,0.279090909,4.961818182,0.259090909,2.969090909,-0.263636364,-1.693636364,0.060909091,1.238181818,3.327272727,0.223636364,2.6,2.424545455,3.363636364,0.885454545,0.643636364,-0.220909091,0.420909091,4.52,-0.796363636,4.03,6.529090909,2.025454545,-0.174545455,8.454545455
1996,-0.444545455,2.447272727,5.254545455,10.24363636,-2.041818182,12,3.454545455,10.52818182,0.451818182,-0.201818182,3.523636364,-2.101818182,-0.512727273,-0.338181818,-1.768181818,3.518181818,-1.924545455,0.068181818,3.347272727,0.182727273,1.488181818,0.331818182,-0.47,0.457272727,-0.598181818,5.46,0.483636364,3.575454545,-0.894545455,-0.920909091,-0.878181818,1.218181818,2.435454545,0.76,3.469090909,1.508181818,3.727272727,-1.356363636,0.949090909,-0.759090909,1.092727273,3.805454545,-1.888181818,3.545454545,7.279090909,1.524545455,-0.22,6.727272727
1997,1.333636364,3.739090909,6.481818182,12.33272727,-1.617272727,14,4.454545455,10.84909091,1.918181818,0.992727273,2.94,-1.408181818,0.31,0.174545455,0.164545455,5.767272727,-0.545454545,1.295454545,3.380909091,1.557272727,2.159090909,1.155454545,0.800909091,0.246363636,0.372727273,5.909090909,1.82,5.120909091,-0.116363636,-0.700909091,-2.241818182,2.235454545,3.454545455,0.378181818,3.201818182,2.747272727,4.772727273,-0.135454545,1.872727273,0.985454545,3.420909091,4.744545455,-0.332727273,4.03,6.817272727,2.568181818,2.189090909,6.818181818
1998,2.248181818,4.844545455,7.701818182,11.68272727,-1.162727273,14,4.727272727,7.311818182,2.524545455,0.431818182,4.221818182,-2.373636364,-0.513636364,0.544545455,0.509090909,5.812727273,-0.197272727,1.681818182,4.165454545,1.846363636,2.297272727,1.410909091,1.462727273,1.746363636,1.613636364,6.178181818,1.481818182,5.575454545,0.46,0.474545455,-1.680909091,2.760909091,2.566363636,1.346363636,3.282727273,3.192727273,5.045454545,0.238181818,1.749090909,2.062727273,4.461818182,5.022727273,-0.787272727,4.272727273,7.362727273,2.331818182,1.84,7.409090909
1999,4.281818182,7.204545455,7.010909091,12.68818182,0.190909091,29,5.454545455,7.727272727,4.866363636,0.41,5.797272727,-2.570909091,0.205454545,1.669090909,2.368181818,9.045454545,1.287272727,2.613636364,5.226363636,2.323636364,2.640909091,2.788181818,4.438181818,2.940909091,2.621818182,6.183636364,2.404545455,6.863636364,2.359090909,1.217272727,-1.317272727,4.237272727,3.857272727,3.037272727,3.932727273,5.428181818,6.3,1.378181818,2.836363636,4.333636364,6.828181818,5.568181818,2.463636364,5.197272727,7.997272727,2.582727273,3.234545455,8.636363636
2000,2.684545455,6.605454545,8.267272727,13.88909091,0.493636364,16,6.090909091,5.986363636,3.442727273,-0.197272727,4.699090909,-2.188181818,0.332727273,1.056363636,2.569090909,8.805454545,2.378181818,2.25,4.988181818,2.910909091,1.931818182,2.564545455,2.081818182,2.9,2.634545455,6.612727273,1.22,8.454545455,3.201818182,2.028181818,-1.332727273,5.111818182,4.216363636,3.019090909,5.114545455,6.83,7.6,0.49,2.2,3.699090909,4.62,6.013636364,3.223636364,7.053636364,8.541818182,2.408181818,4.734545455,8.590909091
2001,2.125454545,6.25,7.812727273,9.745454545,1.295454545,8.5,5.909090909,9.489090909,2.953636364,1.104545455,4.26,-0.728181818,0.302727273,2.756363636,1.431818182,8.396363636,4.075454545,2.95,5.018181818,3.285454545,2.930909091,3.155454545,1.844545455,2.928181818,1.732727273,6.466363636,2.080909091,9.969090909,2.929090909,2.450909091,-0.696363636,5.591818182,4.901818182,2.740909091,5.708181818,6.602727273,7.2,-0.285454545,2.588181818,2.563636364,4.520909091,6.023636364,1.93,8.780909091,7.952727273,3.379090909,4.196363636,7.590909091
2002,2.515454545,6.52,8.444545455,8.922727273,1.965454545,11,5.909090909,8.983636364,2.719090909,0.334545455,4.123636364,0.090909091,1.505454545,3.203636364,1.707272727,7.686363636,5.461818182,4.5,5.052727273,4.175454545,2.007272727,3.638181818,1.444545455,2.56,1.959090909,6.440909091,2.838181818,10.81727273,4.636363636,2.856363636,0.516363636,6.585454545,5.72,2.657272727,5.693636364,8.261818182,8,0.501818182,2.223636364,3.358181818,4.401818182,6.512727273,2.999090909,9.667272727,7.77,3.413636364,5.62,7.454545455
2003,2.208181818,6.071818182,8.383636364,7.959090909,2.22,10.25,7.636363636,10.13090909,1.834545455,0.637272727,3.782727273,0.942727273,2.063636364,3.371818182,2.12,7.618181818,5.825454545,5.725,4.739090909,3.984545455,1.986363636,4.122727273,1.35,1.763636364,1.284545455,7.392727273,2.690909091,11.98363636,5.328181818,3.801818182,-0.317272727,7.007272727,5.82,2.362727273,3.389090909,8.678181818,7.6,0.796363636,2.367272727,3.774545455,4.566363636,5.889090909,3.452727273,9.371818182,6.769090909,3.135454545,6.180909091,7.272727273
2004,1.1,5.865454545,7.892727273,7.221818182,1.342727273,8.8,7.818181818,8.971818182,1.309090909,-0.457272727,3.078181818,0.115454545,1.54,1.108181818,1.979090909,6.385454545,6.332727273,6.275,3.875454545,2.944545455,2.027272727,2.588181818,2.110909091,1.216363636,1.39,7.626363636,1.358181818,11.81727273,5.504545455,3.099090909,-0.710909091,6.780909091,4.917272727,1.661818182,2.057272727,7.868181818,7.8,1.518181818,2.59,3.899090909,3.436363636,5.063636364,3.278181818,8.674545455,5.092727273,2.441818182,6.969090909,8.35
2005,1.054545455,5.443636364,8.013636364,6.019090909,3.205454545,10.5,7.181818182,6.363636364,1.767272727,0.498181818,3.798181818,0.913636364,2.046363636,2.811818182,2.76,5.680909091,6.78,7.325,4.625454545,3.676363636,3.326363636,3.477272727,2.373636364,2.550909091,2.444545455,7.707272727,2.69,11.88545455,7.181818182,3.779090909,-0.347272727,7.609090909,5.789090909,1.61,3.282727273,8.830909091,7.9,2.519090909,4.240909091,4.099090909,3.920909091,5.336363636,4.000909091,8.901818182,5.447272727,3.178181818,6.848181818,7.45
2006,0.901818182,6.916363636,6.743636364,6.752727273,4.327272727,11.14285714,5.636363636,7.88,1.632727273,0.196363636,5.252727273,2.189090909,3.036363636,4.332727273,4.097272727,5.16,7.727272727,8,6.345454545,3.928181818,3.112727273,5.003636364,2.546363636,3.406363636,2.821818182,7.062727273,3.098181818,11.88545455,8.383636364,3.762727273,1.35,8.668181818,6.913636364,2.700909091,5.121818182,10.00909091,8.2,3.685454545,4.192727273,5.338181818,3.319090909,5.279090909,5.161818182,9.856363636,5.887272727,3.098181818,8.348181818,7.3
2007,2.221818182,6.85,5.657272727,5.276363636,4.481818182,9.875,6.363636364,8.418181818,3.143636364,-0.46,4.616363636,2.025454545,3.391818182,3.848181818,4.162727273,4.775454545,8.136363636,9.525,6.527272727,4.142727273,2.707272727,4.636363636,3.372727273,3.06,4.38,6.158181818,2.631818182,12.00636364,9.02,3.5,2.774545455,9.096363636,7.137272727,1.61,5.321818182,10.68272727,8.45,5.769090909,3.804545455,6.278181818,2.47,6.361818182,6.657272727,10.22727273,4.992727273,2.618181818,8.795454545,8.85
2008,0.809090909,6.011818182,4.248181818,2.835454545,4.303636364,10.44444444,5.818181818,8.367272727,2.544545455,0.69,5.422727273,2.75,3.278181818,4.05,3.430909091,3.651818182,8.848181818,10.125,7.3,4.358181818,4.064545455,4.92,2.850909091,4.443636364,3.663636364,7.26,3.232727273,12.21909091,9.226363636,2.905454545,3.592727273,9.180909091,7.374545455,1.546363636,6.314545455,11.18909091,8.8,4.496363636,4.582727273,5.492727273,1.168181818,5.293636364,6.48,9.818181818,5.946363636,3.221818182,7.916363636,10.25
2009,-0.037272727,4.381818182,4.570909091,5.603636364,4.086363636,10.1,7.090909091,10.72727273,1.263636364,1.360909091,5.331818182,4.604545455,4.984545455,3.715454545,4.177272727,2.900909091,10.96181818,11.975,6.629090909,5.312727273,4.155454545,5.35,1.173636364,3.696363636,3.103636364,7.635454545,2.899090909,12.47727273,9.872727273,3.115454545,5.092727273,9.468181818,8.827272727,0.96,8.001818182,12.31636364,8.6,3.513636364,4.956363636,4.642727273,0.605454545,6.242727273,8.276363636,8.272727273,6.906363636,3.681818182,10.47727273,10.2
2010,-0.549090909,3.84,5.422727273,5.910909091,5.323636364,9.636363636,5.181818182,11.329,0.905454545,2.697272727,4.710909091,5.351818182,5.196363636,4.159090909,3.18,2.446363636,11.00727273,13.075,6.727272727,6.193636364,5.668181818,5.607272727,0.198181818,3.089090909,2.752727273,9.180909091,3.921818182,12.47727273,8.973636364,3.963636364,5.395454545,9.814545455,8.21,1.178181818,9.500909091,11.68727273,8.818181818,3.628181818,6.02,3.05,0.373636364,7.499090909,6.979090909,7.590909091,7.019090909,4.617272727,10.23454545,11.95
2011,0.647272727,4.959090909,5.329090909,5.694545455,6.788181818,8.636363636,2.545454545,10.47,1.874545455,3.580909091,5.983636364,4.660909091,4.679090909,5.280909091,3.016363636,2.68,10.25,13.06818182,6.613636364,6.106363636,6.323636364,6.603636364,1.884545455,2.605454545,2.715454545,9.411818182,5.287272727,11.17454545,8.190909091,4.171818182,5.561818182,9.577272727,7.463636364,2.61,10.14181818,10.84636364,8.136363636,3.91,6.82,3.485454545,1.257272727,8.668181818,6.675454545,5.575454545,7.036363636,4.634545455,9.416363636,13.95
2012,2.032727273,6.933636364,5.97,5.963636364,8.833636364,9,1.272727273,8.27875,3.799090909,4.574545455,7.233636364,5.089090909,5.462727273,6.441818182,4.137272727,4.202727273,9.704545455,13.47727273,7.409090909,7.085454545,7.268181818,8.364545455,3.197272727,2.564545455,3.840909091,10.90181818,6.730909091,11.11454545,8.190909091,4.775454545,5.349090909,10.20363636,7.7,4.933636364,11.72181818,11.29363636,8.181818182,5.764545455,8.387272727,4.884545455,2.12,10.59636364,7.440909091,4.643636364,8.390909091,5.167272727,9.795454545,16.8
2013,2.981818182,7.925454545,6.235454545,5.750909091,10.14636364,8,-0.181818182,9.038571429,5.178181818,6.118181818,7.988181818,4.547272727,4.678181818,6.722727273,3.787272727,4.969090909,9.090909091,13.20454545,7.659090909,6.918181818,9.386363636,8.704545455,4.116363636,2.742727273,3.758181818,11.69363636,6.887272727,10.41818182,7.291818182,6.074545455,5.318181818,10.19636364,6.559090909,6.171818182,13.16090909,10.47545455,8.545454545,6.337272727,9.735454545,4.589090909,2.098181818,12.19363636,7.300909091,3.325454545,9.928181818,5.618181818,8.765454545,18.5
2014,4.316363636,9.404545455,6.039090909,5.446363636,11.10181818,7.727272727,-2.272727273,8.913333333,7.108181818,6.059090909,8.465454545,3.716363636,4.613636364,7.198181818,3.835454545,6.451818182,9.545454545,13.22727273,8.238181818,7.349090909,9.700909091,9.292727273,5.815454545,3.135454545,4.284545455,11.46454545,7.097272727,10.13090909,7.084545455,6.953636364,6.211818182,11.08181818,6.475454545,7.439090909,14.83363636,10.67272727,9.545454545,6.987272727,9.995454545,4.854545455,2.628181818,14.06363636,7.421818182,3.370909091,10.90181818,6.072727273,8.538181818,19.3
2015,5.025454545,9.536363636,7.327272727,5.805454545,13.42545455,7.909090909,-3.909090909,8.804,7.365454545,6.998181818,8.601818182,4.070909091,4.939090909,8.819090909,4.190909091,6.69,9.522727273,13.13636364,9.25,8.31,10.34272727,10.78363636,5.18,2.690909091,4.150909091,11.68545455,8.496363636,10.26727273,6.62,8.808181818,6.150909091,11.87181818,6.800909091,8.143636364,16.00181818,10.86181818,10.09090909,6.835454545,10.90909091,4.856363636,2.149090909,15.81,7.558181818,3.113636364,12.15818182,6.789090909,7.992727273,20.27272727
